,id,name,type,description,orbit
71,7265,Starlink Group 10-11,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
72,7269,Starlink Group 17-7,Communications,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
73,7280,Starlink Group 10-14,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
74,7289,Ofek-19,Government/Top Secret,Ofek-19 is an Israeli SAR (Synthetic Aperture Radar) reconnaissance satellite with enhanced capabilities.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
75,7281,Starlink Group 17-8,Communications,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
76,7282,Starlink Group 10-22,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
77,7290,Shiyan 29,Government/Top Secret,"Satellite officially named for ""space environment detection"" purposes, exact details unknown.","{'id': 3, 'name': 'Geosynchronous Orbit', 'abbrev': 'GSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
78,7291,3 satellites,Technology,"Carried 3 satellites to Sun-synchronous orbit:

* Kaiyun-1
* Yuxing-3-08
* Yunyao-27","{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
79,7286,Starlink Group 10-57,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
80,7292,Yaogan 40 Group 03,Government/Top Secret,"3 Chinese reconnaissance satellites of unknown purposes, officially reported as for ""Electromagnetic environment probing"".","{'id': 13, 'name': 'Polar Orbit', 'abbrev': 'PO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
81,7287,Starlink Group 17-9,Communications,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
82,7295,Geely Constellation Group 05,Communications,11 LEO communications satellites for Chinese car manufacturer Geely Automotive for testing autonomous driving/inter-vehicle communication services. They also carry payloads for ocean observation.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
83,7296,Yaogan 45,Government/Top Secret,A Chinese military “remote sensing” satellite of unknown purposes.,"{'id': 12, 'name': 'Medium Earth Orbit', 'abbrev': 'MEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
84,6401,SDA Tranche 1 Transport Layer B,Government/Top Secret,"Tranche 1 Transport Layer B is one of six missions by the United States Space Force Space Development Agency (SDA) for the Proliferated Warfighter Space Architecture (PWSA) Tranche 1 Transport Layer constellation, which will provide assured, resilient, low-latency military data and connectivity worldwide to the full range of warfighter platforms from Low Earth Orbit satellites.

The constellation will be interconnected with Optical Inter-Satellite Links (OISLs) which have significantly increased performance over existing radio frequency crosslinks. It is expected to operate over Ka band, have stereo coverage and be dynamically networked for simpler hand-offs, greater bandwidth and fault tolerance.

This launch carries 21 satellites manufactured by York Space Systems.","{'id': 13, 'name': 'Polar Orbit', 'abbrev': 'PO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
85,7019,Progress MS-32 (93P),Resupply,Progress resupply mission to the International Space Station.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
86,5972,Nusantara Lima,Communications,Nusantara Lima is an Indonesian geostationary communications satellite with a capacity of more than 160 Gbps.,"{'id': 2, 'name': 'Geostationary Transfer Orbit', 'abbrev': 'GTO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
87,6706,Glonass-K1 No. 18 (Kosmos 2595) & Kosmos 2596,Navigation,"Glonass-K1 are the third generation of satellite design for GLONASS satellite navigation system. GLONASS is a Russian space-based navigation system comparable to the similar GPS and Galileo systems. This generation improves on accuracy, power consumption and design life. Each satellite is unpressurized and weighs 935 kg,  and has an operational lifetime of 10 years.

This launch also carries Mozhayets-6 (Kosmos 2596), a small experimental satellite built by the Mozhaiskiy Military Space Academy of St. Petersburg.","{'id': 12, 'name': 'Medium Earth Orbit', 'abbrev': 'MEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
88,7293,Starlink Group 17-10,Communications,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
89,6270,Cygnus CRS-2 NG-23 (S.S. William “Willie” C. McCool),Resupply,This is the 23rd flight of the Northrop Grumman's uncrewed resupply spacecraft Cygnus and its 22nd flight to the International Space Station under the Commercial Resupply Services contract with NASA.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
90,7298,4 x SatNet test satellites,Communications,"Officially described as ""Satellite-Internet Technology Demonstration Satellite(s)"".

Probably 4 test satellites for the Chinese state-owned LEO communication satellite constellation SatNet.","{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
91,7299,Starlink Group 10-61,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
92,7277,NS-35,Suborbital,"NS-35 is the 35th flight for the New Shepard program. This flight will fly more than 40 scientific and research payloads to space and back, including 24 experiments from NASA’s TechRise Student Challenge and payloads for Johns Hopkins Applied Physics Laboratory, Oklahoma State University, University of Florida, Carthage College, University of Central Florida, Teledyne, Space Lab Technologies, and Teachers in Space, among others.","{'id': 15, 'name': 'Suborbital', 'abbrev': 'Sub', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
93,7297,Starlink Group 17-12,Communications,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
94,7300,Starlink Group 10-27,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
95,7113,NROL-48,Government/Top Secret,Eleventh batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,"{'id': 25, 'name': 'Unknown', 'abbrev': 'N/A', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
96,7304,JENNA,Government/Top Secret,"Sub-orbital launch under Rocket Lab’s Hypersonic Accelerator Suborbital Test Electron (HASTE) program, details TBD.","{'id': 15, 'name': 'Suborbital', 'abbrev': 'Sub', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
97,6997,Geely Constellation Group 06,Communications,12 LEO communications satellites for Chinese car manufacturer Geely Automotive for testing autonomous driving/inter-vehicle communication services. They also carry payloads for ocean observation.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
98,5854,IMAP & others,Heliophysics,"IMAP (Interstellar Mapping and Acceleration Probe) is a NASA mission to study interactions between solar wind and the local interstellar medium. Carrying a suite of 10 scientific instruments, IMAP is able to investigate how particles are accelerated, determine their composition, as well as help to advance space weather forecasting models.

The IMAP launch also includes the space weather satellite SWFO-L1 (Space Weather Follow-On - L1) for NOAA and the GLIDE (Global Lyman-alpha Imagers of the Dynamic Exosphere/Carruthers Geocorona Observatory) mission to study far ultraviolet emission in the Earth's exosphere.","{'id': 5, 'name': 'Heliocentric L1', 'abbrev': 'L1-point', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
99,7306,Starlink Group 10-15,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
100,5995,Amazon Leo (KA-03),Communications,"Amazon Leo, formerly known as Project Kuiper, is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.

27 satellites are carried on this launch.","{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
101,7305,Starlink Group 17-11,Communications,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
102,7285,Fengyun-3H,Earth Science,"The Fengyun-3 (FY-3) series is the 2nd generation of Chinese polar-orbiting meteorological satellites, following on from the FY-1 series. The series has been developed collaboratively by CMA (Chinese Meteorological Administration) and CNSA (China National Space Administration).

The FY-3 series’ objectives are to provide global measurements of 3-D temperature and moisture soundings, cloud and precipitation parameters, meteorological and hydrological events, biosphere anomalies and geophysical parameters in support of global change and climate monitoring.","{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
103,7316,SatNet LEO Group 11,Communications,"A batch of 5 Low Earth Orbit communication satellites for the Chinese state owned SatNet constellation operated by the China Satellite Network Group.

The constellation will eventually consists of 13000 satellites.","{'id': 13, 'name': 'Polar Orbit', 'abbrev': 'PO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
104,7313,Starlink Group 11-20,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
105,7320,Shiyan 30 01-02,Government/Top Secret,"A pair of Chinese satellites reported to be for ""Earth observation technological testing and validation"" purposes. Actual usage not known.","{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
106,7252,JUSTIN,Government/Top Secret,"Sub-orbital launch under Rocket Lab’s Hypersonic Accelerator Suborbital Test Electron (HASTE) program, details TBD.","{'id': 15, 'name': 'Suborbital', 'abbrev': 'Sub', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
107,7317,Starlink Group 11-39,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
108,7315,Starlink Group 10-59,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
109,7324,Starlink Group 11-17,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
110,7321,NS-36,Tourism,NS-36 is the 15th crewed flight for the New Shepard program and the 36th in the New Shepard program's history.,"{'id': 15, 'name': 'Suborbital', 'abbrev': 'Sub', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
111,7350,3 satellites,Earth Science,"Carried 3 satellites to sun-synchronous orbit, including the Earth observation satellite Jilin-1 Wideband-02B-07. Details TBD.","{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
112,7357,Shiyan 31,Government/Top Secret,"Chinese satellite reported to be for ""new optical imaging technological demonstration"" purposes. Actual usage not known.","{'id': 13, 'name': 'Polar Orbit', 'abbrev': 'PO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
113,7288,Flight 11,Test Flight,11th test flight of the two-stage Starship launch vehicle.,"{'id': 15, 'name': 'Suborbital', 'abbrev': 'Sub', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
114,6671,Amazon Leo (KF-03),Communications,"Third of a three launches contract for Amazon's Kuiper low Earth orbit satellite internet constellation, with 24 satellites on board.

Amazon Leo, formerly known as Project Kuiper, is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.","{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
115,6844,Owl New World (StriX Launch 7),Earth Science,Synthetic aperture radar satellite for Japanese Earth imaging company Synspective.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
116,6402,SDA Tranche 1 Transport Layer C,Government/Top Secret,"Tranche 1 Transport Layer C is one of six missions by the United States Space Force Space Development Agency (SDA) for the Proliferated Warfighter Space Architecture (PWSA) Tranche 1 Transport Layer constellation, which will provide assured, resilient, low-latency military data and connectivity worldwide to the full range of warfighter platforms from Low Earth Orbit satellites.

The constellation will be interconnected with Optical Inter-Satellite Links (OISLs) which have significantly increased performance over existing radio frequency crosslinks. It is expected to operate over Ka band, have stereo coverage and be dynamically networked for simpler hand-offs, greater bandwidth and fault tolerance.

This launch carries 21 satellites manufactured by Lockheed Martin.","{'id': 13, 'name': 'Polar Orbit', 'abbrev': 'PO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
117,7325,SatNet LEO Group 12,Communications,"A batch of 9 Low Earth Orbit communication satellites for the Chinese state owned SatNet constellation operated by the China Satellite Network Group.

The constellation will eventually consists of 13000 satellites.","{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
118,7323,Starlink Group 10-52,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
119,7360,SpaceSail Polar Group #6,Communications,"18 Low Earth Orbit communication satellites with Ku, Q and V band payloads for the G60 constellation operated by Shanghai Spacesail Technologies with funding backed by the Shanghai local government.

Initial constellation will consist of 1296 satellites by 2027 with long term plans to expand it to 12000 satellites.","{'id': 13, 'name': 'Polar Orbit', 'abbrev': 'PO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
120,7361,PRSC-HS1 & AIRSAT-03/04,Earth Science,"* PRSC-HS1 is a hyperspectral Earth observation satellite for SUPARCO of Pakistan. 

* AIRSAT-03/04 are 2 X-band synthetic aperture radar (SAR) Earth observation satellite made by the Chinese Academy of Sciences, with 0.5 meter resolution. AIRSAT-03 is built for TerraXpace of Malaysia.","{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
121,7338,Starlink Group 10-17,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
122,7337,Starlink Group 11-19,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
123,7349,Starlink Group 11-5,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
124,7366,TJSW-20,Government/Top Secret,Chinese classified satellite claimed to be for communication technology test purposes. Actual mission not known.,"{'id': 2, 'name': 'Geostationary Transfer Orbit', 'abbrev': 'GTO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
125,6393,SpainSat NG II,Communications,"Second of two new-generation satellites built by Airbus to provide secure communications to the Spanish government, its allies, and various international organizations.","{'id': 2, 'name': 'Geostationary Transfer Orbit', 'abbrev': 'GTO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
126,7362,Starlink Group 11-12,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
127,5860,HTV-X1,Resupply,First flight of the upgraded Japanese HTV-X spacecraft designed to resupply the International Space Station.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
128,7369,Gaofen-14 02,Earth Science,"Gaofen is a series of civilian Earth observation satellites developed and launched for the China High-definition Earth Observation System (CHEOS), a state-sponsored programme aimed to develop a near-real time, all-weather, global surveillance network consisting of satellite, near-space (stratosphere) airships, and aerial observation platforms.","{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
129,7351,Starlink Group 10-21,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
130,7363,Starlink Group 11-21,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
131,7364,Starlink Group 10-37,Communications,A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
132,7150,Shenzhou 21,Human Exploration,Tenth crewed flight to the Chinese space station.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
133,7365,Starlink Group 11-23,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
134,6514,Bandwagon 4 (Dedicated Mid-Inclination Rideshare),Dedicated Rideshare,Dedicated rideshare flight to a mid-inclination orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
135,6522,CMS-03 (GSAT-7R),Communications,"Communications Satellite for the Indian Navy, replacing GSAT-7 for secure real-time links between Indian warships, submarines, aircraft, and shore-based command centers across the Indian Ocean.","{'id': 2, 'name': 'Geostationary Transfer Orbit', 'abbrev': 'GTO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
136,7372,Yaogan 46,Government/Top Secret,"Classified Earth observation satellite officially reported as for ""national resources/hydrology/meteorology surveying & disaster management"" purposes.","{'id': 12, 'name': 'Medium Earth Orbit', 'abbrev': 'MEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
137,6237,Sentinel-1D,Earth Science,"Sentinel-1D carries an advanced radar technology to provide an all-weather, day-and-night supply of imagery of Earth’s surface as part of the Sentinel-1 constellation.","{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
138,7135,The Nation God Navigates (iQPS Launch 5),Earth Science,Synthetic aperture radar Earth observation satellite for Japanese Earth imaging company iQPS.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
139,7371,Starlink Group 6-81,Communications,A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
140,7370,Starlink Group 11-14,Communications,A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
141,7381,Shiyan 32 01-03,Government/Top Secret,"3 Chinese satellites reported to be for ""orbital technological testing"" purposes. Actual usage not known.","{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
142,7379,Chutian-2 01 & 02,Earth Science,2 satellites built by the China Aerospace Science and Industry Corporation (CASIC) for testing operations of Very Low Earth Orbit (VLEO) satellites for Earth observation purposes.,"{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
143,7373,Starlink Group 10-51,Communications,A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
144,7380,SatNet LEO Group 13,Communications,"A batch of 9 Low Earth Orbit communication satellites for the Chinese state owned SatNet constellation operated by the China Satellite Network Group.

The constellation will eventually consists of 13000 satellites.","{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
145,7383,Jilin-1 High Resolution-04C and others,Earth Science,"Earth Observation satellite for the Jilin-1 commercial constellation.

Other payloads:

* Jilin-1 Platform-02A-04
* Zhongbei University-1","{'id': 17, 'name': 'Sun-Synchronous Orbit', 'abbrev': 'SSO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
146,7376,Starlink Group 6-87,Communications,A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
147,6301,EscaPADE,Planetary Science,"Second flight of Blue Origin's New Glenn launch vehicle carrying the Escape and Plasma Acceleration and Dynamics Explorers (EscaPADE), a dual-spacecraft mission from University of California, Berkeley to study ion and sputtered escape from Mars. The spacecrafts' scientific goals are to understand the processes controlling the structure of Mars' hybrid magnetosphere and how it guides ion flows; understand how energy and momentum are transported from the solar wind through Mars' magnetosphere; and understand the processes controlling the flow of energy and matter into and out of the collisional atmosphere.","{'id': 19, 'name': 'Mars Orbit', 'abbrev': 'Mars', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
148,6217,ViaSat-3 F2 (ViaSat-3 EMEA),Communications,"The ViaSat-3 is a series of three Ka-band satellites is expected to provide vastly superior capabilities in terms of service speed and flexibility for a satellite platform. Each ViaSat-3 class satellite is expected to deliver more than 1-Terabit per second of network capacity, and to leverage high levels of flexibility to dynamically direct capacity to where customers are located.","{'id': 2, 'name': 'Geostationary Transfer Orbit', 'abbrev': 'GTO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
149,7377,Starlink Group 6-89,Communications,A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,"{'id': 8, 'name': 'Low Earth Orbit', 'abbrev': 'LEO', 'celestial_body': {'response_mode': 'list', 'id': 1, 'name': 'Earth'}}"
